"partida_id","data","mandante","visitante","tecnico_mandante","tecnico_visitante","vencedor","arena","mandante_placar","visitante_placar","mandante_estado","visitante_estado","Ano","Ano do Campeonato","Jogo","Equipe","Mando","GP","GS","P","J","V","E","D","SG"
"6277","43310","Palmeiras","Parana","L. Scolari","Ademir Fesan","Palmeiras","Allianz Parque","3","0","SP","PR","2018","2018","Palmeiras x Parana","Palmeiras","casa","3","0","3","1","1","0","0","3"
"6277","43310","Palmeiras","Parana","L. Scolari","Ademir Fesan","Palmeiras","Allianz Parque","3","0","SP","PR","2018","2018","Palmeiras x Parana","Parana","fora","0","3","0","1","0","0","1","-3"
"6278","43310","Vasco","Corinthians","J. de Amorim Campos","O. Loss","Corinthians","Estádio Nacional de Brasília","1","4","RJ","SP","2018","2018","Vasco x Corinthians","Vasco","casa","1","4","0","1","0","0","1","-3"
"6278","43310","Vasco","Corinthians","J. de Amorim Campos","O. Loss","Corinthians","Estádio Nacional de Brasília","1","4","RJ","SP","2018","2018","Vasco x Corinthians","Corinthians","fora","4","1","3","1","1","0","0","3"
"6282","43310","Cruzeiro","Sao Paulo","L. Venker de Menezes","D. Aguirre Camblor","Sao Paulo"," Mineirão","0","2","MG","SP","2018","2018","Cruzeiro x Sao Paulo","Cruzeiro","casa","0","2","0","1","0","0","1","-2"
"6282","43310","Cruzeiro","Sao Paulo","L. Venker de Menezes","D. Aguirre Camblor","Sao Paulo"," Mineirão","0","2","MG","SP","2018","2018","Cruzeiro x Sao Paulo","Sao Paulo","fora","2","0","3","1","1","0","0","2"
"6279","43310","Flamengo","Sport","M. Nogueira Barbieri","C. dos Santos Oliveira","Flamengo"," Maracanã","4","1","RJ","PE","2018","2018","Flamengo x Sport","Flamengo","casa","4","1","3","1","1","0","0","3"
"6279","43310","Flamengo","Sport","M. Nogueira Barbieri","C. dos Santos Oliveira","Flamengo"," Maracanã","4","1","RJ","PE","2018","2018","Flamengo x Sport","Sport","fora","1","4","0","1","0","0","1","-3"
"6280","43310","Athletico-PR","Vitoria","T. Retzalff Nunes","V. Carmo Mancini","Athletico-PR","Estádio Joaquim Américo Guimarães","4","0","PR","BA","2018","2018","Athletico-PR x Vitoria","Athletico-PR","casa","4","0","3","1","1","0","0","4"
"6280","43310","Athletico-PR","Vitoria","T. Retzalff Nunes","V. Carmo Mancini","Athletico-PR","Estádio Joaquim Américo Guimarães","4","0","PR","BA","2018","2018","Athletico-PR x Vitoria","Vitoria","fora","0","4","0","1","0","0","1","-4"
"6281","43310","Internacional","Botafogo-RJ","O. Hellmann","M. Dias de Castro","Internacional","Estádio José Pinheiro Borda","3","0","RS","RJ","2018","2018","Internacional x Botafogo-RJ","Internacional","casa","3","0","3","1","1","0","0","3"
"6281","43310","Internacional","Botafogo-RJ","O. Hellmann","M. Dias de Castro","Internacional","Estádio José Pinheiro Borda","3","0","RS","RJ","2018","2018","Internacional x Botafogo-RJ","Botafogo-RJ","fora","0","3","0","1","0","0","1","-3"
"6283","43310","Santos","America-MG","S. Bernardino","A. Batista","America-MG","Estádio Urbano Caldeira","0","1","SP","MG","2018","2018","Santos x America-MG","Santos","casa","0","1","0","1","0","0","1","-1"
"6283","43310","Santos","America-MG","S. Bernardino","A. Batista","America-MG","Estádio Urbano Caldeira","0","1","SP","MG","2018","2018","Santos x America-MG","America-MG","fora","1","0","3","1","1","0","0","1"
"6284","43310","Chapecoense","Gremio","G. Kleina","Renato Gaúcho","-","Arena Condá","1","1","SC","RS","2018","2018","Chapecoense x Gremio","Chapecoense","casa","1","1","1","1","0","1","0","0"
"6284","43310","Chapecoense","Gremio","G. Kleina","Renato Gaúcho","-","Arena Condá","1","1","SC","RS","2018","2018","Chapecoense x Gremio","Gremio","fora","1","1","1","1","0","1","0","0"
"6285","43311","Bahia","Atletico-MG","E. Alves Moreira","T. Mendes Larghi","-","Itaipava Arena Fonte Nova","2","2","BA","MG","2018","2018","Bahia x Atletico-MG","Bahia","casa","2","2","1","1","0","1","0","0"
"6285","43311","Bahia","Atletico-MG","E. Alves Moreira","T. Mendes Larghi","-","Itaipava Arena Fonte Nova","2","2","BA","MG","2018","2018","Bahia x Atletico-MG","Atletico-MG","fora","2","2","1","1","0","1","0","0"
"6286","43316","Botafogo-RJ","Santos","B. Lazaroni","A. Stival","-","Estádio Nilton Santos","0","0","RJ","SP","2018","2018","Botafogo-RJ x Santos","Botafogo-RJ","casa","0","0","1","1","0","1","0","0"
"6286","43316","Botafogo-RJ","Santos","B. Lazaroni","A. Stival","-","Estádio Nilton Santos","0","0","RJ","SP","2018","2018","Botafogo-RJ x Santos","Santos","fora","0","0","1","1","0","1","0","0"
"6287","43316","Gremio","Flamengo","Renato Gaúcho","M. Nogueira Barbieri","Gremio","Arena do Grêmio","2","0","RS","RJ","2018","2018","Gremio x Flamengo","Gremio","casa","2","0","3","1","1","0","0","2"
"6287","43316","Gremio","Flamengo","Renato Gaúcho","M. Nogueira Barbieri","Gremio","Arena do Grêmio","2","0","RS","RJ","2018","2018","Gremio x Flamengo","Flamengo","fora","0","2","0","1","0","0","1","-2"
"6288","43316","Corinthians","Athletico-PR","O. Loss","T. Retzalff Nunes","-","Neo Química Arena","0","0","SP","PR","2018","2018","Corinthians x Athletico-PR","Corinthians","casa","0","0","1","1","0","1","0","0"
"6288","43316","Corinthians","Athletico-PR","O. Loss","T. Retzalff Nunes","-","Neo Química Arena","0","0","SP","PR","2018","2018","Corinthians x Athletico-PR","Athletico-PR","fora","0","0","1","1","0","1","0","0"
"6289","43317","Vitoria","Cruzeiro","J. Burse","L. Venker de Menezes","-"," Barradão","1","1","BA","MG","2018","2018","Vitoria x Cruzeiro","Vitoria","casa","1","1","1","1","0","1","0","0"
"6289","43317","Vitoria","Cruzeiro","J. Burse","L. Venker de Menezes","-"," Barradão","1","1","BA","MG","2018","2018","Vitoria x Cruzeiro","Cruzeiro","fora","1","1","1","1","0","1","0","0"
"6291","43317","America-MG","Palmeiras","A. Batista","L. Scolari","-","Estádio Raimundo Sampaio","0","0","MG","SP","2018","2018","America-MG x Palmeiras","America-MG","casa","0","0","1","1","0","1","0","0"
"6291","43317","America-MG","Palmeiras","A. Batista","L. Scolari","-","Estádio Raimundo Sampaio","0","0","MG","SP","2018","2018","America-MG x Palmeiras","Palmeiras","fora","0","0","1","1","0","1","0","0"
"6292","43317","Sao Paulo","Vasco","D. Aguirre Camblor","J. de Amorim Campos","Sao Paulo"," Morumbi","2","1","SP","RJ","2018","2018","Sao Paulo x Vasco","Sao Paulo","casa","2","1","3","1","1","0","0","1"
"6292","43317","Sao Paulo","Vasco","D. Aguirre Camblor","J. de Amorim Campos","Sao Paulo"," Morumbi","2","1","SP","RJ","2018","2018","Sao Paulo x Vasco","Vasco","fora","1","2","0","1","0","0","1","-1"
"6290","43317","Parana","Ceara","Ademir Fesan","L. Cirne Lima de Lorenzi","Ceara","Vila Capanema","0","1","PR","CE","2018","2018","Parana x Ceara","Parana","casa","0","1","0","1","0","0","1","-1"
"6290","43317","Parana","Ceara","Ademir Fesan","L. Cirne Lima de Lorenzi","Ceara","Vila Capanema","0","1","PR","CE","2018","2018","Parana x Ceara","Ceara","fora","1","0","3","1","1","0","0","1"
"6293","43317","Fluminense","Bahia","M. de Oliveira Santos","E. Alves Moreira","-"," Maracanã","1","1","RJ","BA","2018","2018","Fluminense x Bahia","Fluminense","casa","1","1","1","1","0","1","0","0"
"6293","43317","Fluminense","Bahia","M. de Oliveira Santos","E. Alves Moreira","-"," Maracanã","1","1","RJ","BA","2018","2018","Fluminense x Bahia","Bahia","fora","1","1","1","1","0","1","0","0"
"6294","43317","Sport","Chapecoense","C. dos Santos Oliveira","G. Kleina","-","Adelmar da Costa Carvalho","1","1","PE","SC","2018","2018","Sport x Chapecoense","Sport","casa","1","1","1","1","0","1","0","0"
"6294","43317","Sport","Chapecoense","C. dos Santos Oliveira","G. Kleina","-","Adelmar da Costa Carvalho","1","1","PE","SC","2018","2018","Sport x Chapecoense","Chapecoense","fora","1","1","1","1","0","1","0","0"
"6295","43318","Atletico-MG","Internacional","T. Mendes Larghi","O. Hellmann","Internacional","Estádio Raimundo Sampaio","0","1","MG","RS","2018","2018","Atletico-MG x Internacional","Atletico-MG","casa","0","1","0","1","0","0","1","-1"
"6295","43318","Atletico-MG","Internacional","T. Mendes Larghi","O. Hellmann","Internacional","Estádio Raimundo Sampaio","0","1","MG","RS","2018","2018","Atletico-MG x Internacional","Internacional","fora","1","0","3","1","1","0","0","1"
"6296","43320","Ceara","Santos","L. Cirne Lima de Lorenzi","A. Stival","-","Estádio Presidente Vargas","1","1","CE","SP","2018","2018","Ceara x Santos","Ceara","casa","1","1","1","1","0","1","0","0"
"6296","43320","Ceara","Santos","L. Cirne Lima de Lorenzi","A. Stival","-","Estádio Presidente Vargas","1","1","CE","SP","2018","2018","Ceara x Santos","Santos","fora","1","1","1","1","0","1","0","0"
"6306","43323","Ceara","Athletico-PR","L. Cirne Lima de Lorenzi","T. Retzalff Nunes","-","Estádio Presidente Vargas","0","0","CE","PR","2018","2018","Ceara x Athletico-PR","Ceara","casa","0","0","1","1","0","1","0","0"
"6306","43323","Ceara","Athletico-PR","L. Cirne Lima de Lorenzi","T. Retzalff Nunes","-","Estádio Presidente Vargas","0","0","CE","PR","2018","2018","Ceara x Athletico-PR","Athletico-PR","fora","0","0","1","1","0","1","0","0"
"6307","43323","Bahia","America-MG","E. Alves Moreira","A. Batista","Bahia","Itaipava Arena Fonte Nova","1","0","BA","MG","2018","2018","Bahia x America-MG","Bahia","casa","1","0","3","1","1","0","0","1"
"6307","43323","Bahia","America-MG","E. Alves Moreira","A. Batista","Bahia","Itaipava Arena Fonte Nova","1","0","BA","MG","2018","2018","Bahia x America-MG","America-MG","fora","0","1","0","1","0","0","1","-1"
"6308","43324","Parana","Botafogo-RJ","Ademir Fesan","J. Mannarino","-","Vila Capanema","1","1","PR","RJ","2018","2018","Parana x Botafogo-RJ","Parana","casa","1","1","1","1","0","1","0","0"
"6308","43324","Parana","Botafogo-RJ","Ademir Fesan","J. Mannarino","-","Vila Capanema","1","1","PR","RJ","2018","2018","Parana x Botafogo-RJ","Botafogo-RJ","fora","1","1","1","1","0","1","0","0"
"6309","43324","Atletico-MG","Santos","T. Mendes Larghi","A. Stival","Atletico-MG","Estádio Raimundo Sampaio","3","1","MG","SP","2018","2018","Atletico-MG x Santos","Atletico-MG","casa","3","1","3","1","1","0","0","2"
"6309","43324","Atletico-MG","Santos","T. Mendes Larghi","A. Stival","Atletico-MG","Estádio Raimundo Sampaio","3","1","MG","SP","2018","2018","Atletico-MG x Santos","Santos","fora","1","3","0","1","0","0","1","-2"
"6311","43324","Flamengo","Cruzeiro","M. Nogueira Barbieri","L. Venker de Menezes","Flamengo"," Maracanã","1","0","RJ","MG","2018","2018","Flamengo x Cruzeiro","Flamengo","casa","1","0","3","1","1","0","0","1"
"6311","43324","Flamengo","Cruzeiro","M. Nogueira Barbieri","L. Venker de Menezes","Flamengo"," Maracanã","1","0","RJ","MG","2018","2018","Flamengo x Cruzeiro","Cruzeiro","fora","0","1","0","1","0","0","1","-1"
"6312","43324","Chapecoense","Corinthians","A. Ferreira","O. Loss","Chapecoense","Arena Condá","2","1","SC","SP","2018","2018","Chapecoense x Corinthians","Chapecoense","casa","2","1","3","1","1","0","0","1"
"6312","43324","Chapecoense","Corinthians","A. Ferreira","O. Loss","Chapecoense","Arena Condá","2","1","SC","SP","2018","2018","Chapecoense x Corinthians","Corinthians","fora","1","2","0","1","0","0","1","-1"
"6310","43324","Sport","Sao Paulo","C. dos Santos Oliveira","D. Aguirre Camblor","Sao Paulo","Adelmar da Costa Carvalho","1","3","PE","SP","2018","2018","Sport x Sao Paulo","Sport","casa","1","3","0","1","0","0","1","-2"
"6310","43324","Sport","Sao Paulo","C. dos Santos Oliveira","D. Aguirre Camblor","Sao Paulo","Adelmar da Costa Carvalho","1","3","PE","SP","2018","2018","Sport x Sao Paulo","Sao Paulo","fora","3","1","3","1","1","0","0","2"
"6313","43324","Gremio","Vitoria","Renato Gaúcho","J. Burse","Gremio","Arena do Grêmio","4","0","RS","BA","2018","2018","Gremio x Vitoria","Gremio","casa","4","0","3","1","1","0","0","4"
"6313","43324","Gremio","Vitoria","Renato Gaúcho","J. Burse","Gremio","Arena do Grêmio","4","0","RS","BA","2018","2018","Gremio x Vitoria","Vitoria","fora","0","4","0","1","0","0","1","-4"
"6314","43324","Palmeiras","Vasco","L. Scolari","J. de Amorim Campos","Palmeiras","Allianz Parque","1","0","SP","RJ","2018","2018","Palmeiras x Vasco","Palmeiras","casa","1","0","3","1","1","0","0","1"
"6314","43324","Palmeiras","Vasco","L. Scolari","J. de Amorim Campos","Palmeiras","Allianz Parque","1","0","SP","RJ","2018","2018","Palmeiras x Vasco","Vasco","fora","0","1","0","1","0","0","1","-1"
"6315","43325","Fluminense","Internacional","M. de Oliveira Santos","O. Hellmann","Internacional"," Maracanã","0","3","RJ","RS","2018","2018","Fluminense x Internacional","Fluminense","casa","0","3","0","1","0","0","1","-3"
"6315","43325","Fluminense","Internacional","M. de Oliveira Santos","O. Hellmann","Internacional"," Maracanã","0","3","RJ","RS","2018","2018","Fluminense x Internacional","Internacional","fora","3","0","3","1","1","0","0","3"
"6316","43330","Santos","Sport","A. Stival","E. Baptista","Santos","Estádio Urbano Caldeira","3","0","SP","PE","2018","2018","Santos x Sport","Santos","casa","3","0","3","1","1","0","0","3"
"6316","43330","Santos","Sport","A. Stival","E. Baptista","Santos","Estádio Urbano Caldeira","3","0","SP","PE","2018","2018","Santos x Sport","Sport","fora","0","3","0","1","0","0","1","-3"
"6317","43330","Corinthians","Gremio","O. Loss","Renato Gaúcho","Gremio","Neo Química Arena","0","1","SP","RS","2018","2018","Corinthians x Gremio","Corinthians","casa","0","1","0","1","0","0","1","-1"
"6317","43330","Corinthians","Gremio","O. Loss","Renato Gaúcho","Gremio","Neo Química Arena","0","1","SP","RS","2018","2018","Corinthians x Gremio","Gremio","fora","1","0","3","1","1","0","0","1"
"6318","43331","Athletico-PR","Flamengo","T. Retzalff Nunes","M. Nogueira Barbieri","Athletico-PR","Estádio Joaquim Américo Guimarães","3","0","PR","RJ","2018","2018","Athletico-PR x Flamengo","Athletico-PR","casa","3","0","3","1","1","0","0","3"
"6318","43331","Athletico-PR","Flamengo","T. Retzalff Nunes","M. Nogueira Barbieri","Athletico-PR","Estádio Joaquim Américo Guimarães","3","0","PR","RJ","2018","2018","Athletico-PR x Flamengo","Flamengo","fora","0","3","0","1","0","0","1","-3"
"6319","43331","Internacional","Parana","O. Hellmann","Ademir Fesan","Internacional","Estádio José Pinheiro Borda","1","0","RS","PR","2018","2018","Internacional x Parana","Internacional","casa","1","0","3","1","1","0","0","1"
"6319","43331","Internacional","Parana","O. Hellmann","Ademir Fesan","Internacional","Estádio José Pinheiro Borda","1","0","RS","PR","2018","2018","Internacional x Parana","Parana","fora","0","1","0","1","0","0","1","-1"
"6320","43331","Vitoria","Palmeiras","P. Carpegiani","L. Scolari","Palmeiras"," Barradão","0","3","BA","SP","2018","2018","Vitoria x Palmeiras","Vitoria","casa","0","3","0","1","0","0","1","-3"
"6320","43331","Vitoria","Palmeiras","P. Carpegiani","L. Scolari","Palmeiras"," Barradão","0","3","BA","SP","2018","2018","Vitoria x Palmeiras","Palmeiras","fora","3","0","3","1","1","0","0","3"
"6322","43331","Cruzeiro","Bahia","L. Venker de Menezes","E. Alves Moreira","-"," Mineirão","1","1","MG","BA","2018","2018","Cruzeiro x Bahia","Cruzeiro","casa","1","1","1","1","0","1","0","0"
"6322","43331","Cruzeiro","Bahia","L. Venker de Menezes","E. Alves Moreira","-"," Mineirão","1","1","MG","BA","2018","2018","Cruzeiro x Bahia","Bahia","fora","1","1","1","1","0","1","0","0"
"6321","43331","Botafogo-RJ","Atletico-MG","J. Mannarino","T. Mendes Larghi","Atletico-MG","Estádio Nilton Santos","0","3","RJ","MG","2018","2018","Botafogo-RJ x Atletico-MG","Botafogo-RJ","casa","0","3","0","1","0","0","1","-3"
"6321","43331","Botafogo-RJ","Atletico-MG","J. Mannarino","T. Mendes Larghi","Atletico-MG","Estádio Nilton Santos","0","3","RJ","MG","2018","2018","Botafogo-RJ x Atletico-MG","Atletico-MG","fora","3","0","3","1","1","0","0","3"
"6323","43331","America-MG","Fluminense","A. Batista","M. de Oliveira Santos","-","Estádio Raimundo Sampaio","0","0","MG","RJ","2018","2018","America-MG x Fluminense","America-MG","casa","0","0","1","1","0","1","0","0"
"6323","43331","America-MG","Fluminense","A. Batista","M. de Oliveira Santos","-","Estádio Raimundo Sampaio","0","0","MG","RJ","2018","2018","America-MG x Fluminense","Fluminense","fora","0","0","1","1","0","1","0","0"
"6324","43331","Sao Paulo","Chapecoense","D. Aguirre Camblor","A. Ferreira","Sao Paulo"," Morumbi","2","0","SP","SC","2018","2018","Sao Paulo x Chapecoense","Sao Paulo","casa","2","0","3","1","1","0","0","2"
"6324","43331","Sao Paulo","Chapecoense","D. Aguirre Camblor","A. Ferreira","Sao Paulo"," Morumbi","2","0","SP","SC","2018","2018","Sao Paulo x Chapecoense","Chapecoense","fora","0","2","0","1","0","0","1","-2"
"6325","43332","Vasco","Ceara","V. de Morais Filho","L. Cirne Lima de Lorenzi","-","Estádio Vasco da Gama","1","1","RJ","CE","2018","2018","Vasco x Ceara","Vasco","casa","1","1","1","1","0","1","0","0"
"6325","43332","Vasco","Ceara","V. de Morais Filho","L. Cirne Lima de Lorenzi","-","Estádio Vasco da Gama","1","1","RJ","CE","2018","2018","Vasco x Ceara","Ceara","fora","1","1","1","1","0","1","0","0"
"6297","43334","Bahia","Internacional","E. Alves Moreira","O. Hellmann","Internacional","Itaipava Arena Fonte Nova","0","1","BA","RS","2018","2018","Bahia x Internacional","Bahia","casa","0","1","0","1","0","0","1","-1"
"6297","43334","Bahia","Internacional","E. Alves Moreira","O. Hellmann","Internacional","Itaipava Arena Fonte Nova","0","1","BA","RS","2018","2018","Bahia x Internacional","Internacional","fora","1","0","3","1","1","0","0","1"
"6298","43334","Parana","Sao Paulo","Ademir Fesan","D. Aguirre Camblor","-","Vila Capanema","1","1","PR","SP","2018","2018","Parana x Sao Paulo","Parana","casa","1","1","1","1","0","1","0","0"
"6298","43334","Parana","Sao Paulo","Ademir Fesan","D. Aguirre Camblor","-","Vila Capanema","1","1","PR","SP","2018","2018","Parana x Sao Paulo","Sao Paulo","fora","1","1","1","1","0","1","0","0"
"6300","43334","Sport","America-MG","E. Baptista","A. Batista","America-MG","Adelmar da Costa Carvalho","0","2","PE","MG","2018","2018","Sport x America-MG","Sport","casa","0","2","0","1","0","0","1","-2"
"6300","43334","Sport","America-MG","E. Baptista","A. Batista","America-MG","Adelmar da Costa Carvalho","0","2","PE","MG","2018","2018","Sport x America-MG","America-MG","fora","2","0","3","1","1","0","0","2"
"6299","43334","Palmeiras","Botafogo-RJ","L. Scolari","J. Mannarino","Palmeiras","Allianz Parque","2","0","SP","RJ","2018","2018","Palmeiras x Botafogo-RJ","Palmeiras","casa","2","0","3","1","1","0","0","2"
"6299","43334","Palmeiras","Botafogo-RJ","L. Scolari","J. Mannarino","Palmeiras","Allianz Parque","2","0","SP","RJ","2018","2018","Palmeiras x Botafogo-RJ","Botafogo-RJ","fora","0","2","0","1","0","0","1","-2"
"6301","43334","Fluminense","Corinthians","M. de Oliveira Santos","O. Loss","Fluminense"," Maracanã","1","0","RJ","SP","2018","2018","Fluminense x Corinthians","Fluminense","casa","1","0","3","1","1","0","0","1"
"6301","43334","Fluminense","Corinthians","M. de Oliveira Santos","O. Loss","Fluminense"," Maracanã","1","0","RJ","SP","2018","2018","Fluminense x Corinthians","Corinthians","fora","0","1","0","1","0","0","1","-1"
"6302","43334","Gremio","Cruzeiro","Renato Gaúcho","L. Venker de Menezes","-","Arena do Grêmio","1","1","RS","MG","2018","2018","Gremio x Cruzeiro","Gremio","casa","1","1","1","1","0","1","0","0"
"6302","43334","Gremio","Cruzeiro","Renato Gaúcho","L. Venker de Menezes","-","Arena do Grêmio","1","1","RS","MG","2018","2018","Gremio x Cruzeiro","Cruzeiro","fora","1","1","1","1","0","1","0","0"
"6303","43335","Flamengo","Vitoria","M. Nogueira Barbieri","P. Carpegiani","Flamengo"," Maracanã","1","0","RJ","BA","2018","2018","Flamengo x Vitoria","Flamengo","casa","1","0","3","1","1","0","0","1"
"6303","43335","Flamengo","Vitoria","M. Nogueira Barbieri","P. Carpegiani","Flamengo"," Maracanã","1","0","RJ","BA","2018","2018","Flamengo x Vitoria","Vitoria","fora","0","1","0","1","0","0","1","-1"
"6304","43335","Atletico-MG","Vasco","T. Mendes Larghi","V. de Morais Filho","-","Estádio Raimundo Sampaio","0","0","MG","RJ","2018","2018","Atletico-MG x Vasco","Atletico-MG","casa","0","0","1","1","0","1","0","0"
"6304","43335","Atletico-MG","Vasco","T. Mendes Larghi","V. de Morais Filho","-","Estádio Raimundo Sampaio","0","0","MG","RJ","2018","2018","Atletico-MG x Vasco","Vasco","fora","0","0","1","1","0","1","0","0"
"6326","43337","Santos","Bahia","A. Stival","E. Alves Moreira","Santos","Estádio Urbano Caldeira","2","0","SP","BA","2018","2018","Santos x Bahia","Santos","casa","2","0","3","1","1","0","0","2"
"6326","43337","Santos","Bahia","A. Stival","E. Alves Moreira","Santos","Estádio Urbano Caldeira","2","0","SP","BA","2018","2018","Santos x Bahia","Bahia","fora","0","2","0","1","0","0","1","-2"
"6327","43337","Corinthians","Parana","O. Loss","Ademir Fesan","Corinthians","Neo Química Arena","1","0","SP","PR","2018","2018","Corinthians x Parana","Corinthians","casa","1","0","3","1","1","0","0","1"
"6327","43337","Corinthians","Parana","O. Loss","Ademir Fesan","Corinthians","Neo Química Arena","1","0","SP","PR","2018","2018","Corinthians x Parana","Parana","fora","0","1","0","1","0","0","1","-1"
"6328","43337","Athletico-PR","Gremio","T. Retzalff Nunes","Renato Gaúcho","Athletico-PR","Estádio Joaquim Américo Guimarães","2","1","PR","RS","2018","2018","Athletico-PR x Gremio","Athletico-PR","casa","2","1","3","1","1","0","0","1"
"6328","43337","Athletico-PR","Gremio","T. Retzalff Nunes","Renato Gaúcho","Athletico-PR","Estádio Joaquim Américo Guimarães","2","1","PR","RS","2018","2018","Athletico-PR x Gremio","Gremio","fora","1","2","0","1","0","0","1","-1"
"6330","43337","Botafogo-RJ","Sport","J. Mannarino","E. Baptista","Botafogo-RJ","Estádio Nilton Santos","2","0","RJ","PE","2018","2018","Botafogo-RJ x Sport","Botafogo-RJ","casa","2","0","3","1","1","0","0","2"
"6330","43337","Botafogo-RJ","Sport","J. Mannarino","E. Baptista","Botafogo-RJ","Estádio Nilton Santos","2","0","RJ","PE","2018","2018","Botafogo-RJ x Sport","Sport","fora","0","2","0","1","0","0","1","-2"
"6329","43337","Cruzeiro","Fluminense","L. Venker de Menezes","M. de Oliveira Santos","Cruzeiro"," Mineirão","2","1","MG","RJ","2018","2018","Cruzeiro x Fluminense","Cruzeiro","casa","2","1","3","1","1","0","0","1"
"6329","43337","Cruzeiro","Fluminense","L. Venker de Menezes","M. de Oliveira Santos","Cruzeiro"," Mineirão","2","1","MG","RJ","2018","2018","Cruzeiro x Fluminense","Fluminense","fora","1","2","0","1","0","0","1","-1"
"6331","43338","Sao Paulo","Ceara","D. Aguirre Camblor","L. Cirne Lima de Lorenzi","Sao Paulo"," Morumbi","1","0","SP","CE","2018","2018","Sao Paulo x Ceara","Sao Paulo","casa","1","0","3","1","1","0","0","1"
"6331","43338","Sao Paulo","Ceara","D. Aguirre Camblor","L. Cirne Lima de Lorenzi","Sao Paulo"," Morumbi","1","0","SP","CE","2018","2018","Sao Paulo x Ceara","Ceara","fora","0","1","0","1","0","0","1","-1"
"6332","43338","America-MG","Flamengo","A. Batista","M. Nogueira Barbieri","-","Estádio Raimundo Sampaio","2","2","MG","RJ","2018","2018","America-MG x Flamengo","America-MG","casa","2","2","1","1","0","1","0","0"
"6332","43338","America-MG","Flamengo","A. Batista","M. Nogueira Barbieri","-","Estádio Raimundo Sampaio","2","2","MG","RJ","2018","2018","America-MG x Flamengo","Flamengo","fora","2","2","1","1","0","1","0","0"
"6334","43338","Vitoria","Atletico-MG","P. Carpegiani","T. Mendes Larghi","Vitoria"," Barradão","1","0","BA","MG","2018","2018","Vitoria x Atletico-MG","Vitoria","casa","1","0","3","1","1","0","0","1"
"6334","43338","Vitoria","Atletico-MG","P. Carpegiani","T. Mendes Larghi","Vitoria"," Barradão","1","0","BA","MG","2018","2018","Vitoria x Atletico-MG","Atletico-MG","fora","0","1","0","1","0","0","1","-1"
"6333","43338","Internacional","Palmeiras","O. Hellmann","L. Scolari","-","Estádio José Pinheiro Borda","0","0","RS","SP","2018","2018","Internacional x Palmeiras","Internacional","casa","0","0","1","1","0","1","0","0"
"6333","43338","Internacional","Palmeiras","O. Hellmann","L. Scolari","-","Estádio José Pinheiro Borda","0","0","RS","SP","2018","2018","Internacional x Palmeiras","Palmeiras","fora","0","0","1","1","0","1","0","0"
"6335","43338","Vasco","Chapecoense","V. de Morais Filho","A. Ferreira","Vasco","Estádio Vasco da Gama","3","1","RJ","SC","2018","2018","Vasco x Chapecoense","Vasco","casa","3","1","3","1","1","0","0","2"
"6335","43338","Vasco","Chapecoense","V. de Morais Filho","A. Ferreira","Vasco","Estádio Vasco da Gama","3","1","RJ","SC","2018","2018","Vasco x Chapecoense","Chapecoense","fora","1","3","0","1","0","0","1","-2"
"6275","43341","Athletico-PR","Vasco","T. Retzalff Nunes","A. Valentim do Carmo Neto","Athletico-PR","Estádio Joaquim Américo Guimarães","1","0","PR","RJ","2018","2018","Athletico-PR x Vasco","Athletico-PR","casa","1","0","3","1","1","0","0","1"
"6275","43341","Athletico-PR","Vasco","T. Retzalff Nunes","A. Valentim do Carmo Neto","Athletico-PR","Estádio Joaquim Américo Guimarães","1","0","PR","RJ","2018","2018","Athletico-PR x Vasco","Vasco","fora","0","1","0","1","0","0","1","-1"
"6274","43341","Ceara","Bahia","L. Cirne Lima de Lorenzi","E. Alves Moreira","Bahia","Estádio Presidente Vargas","0","2","CE","BA","2018","2018","Ceara x Bahia","Ceara","casa","0","2","0","1","0","0","1","-2"
"6274","43341","Ceara","Bahia","L. Cirne Lima de Lorenzi","E. Alves Moreira","Bahia","Estádio Presidente Vargas","0","2","CE","BA","2018","2018","Ceara x Bahia","Bahia","fora","2","0","3","1","1","0","0","2"
"6337","43344","Gremio","Botafogo-RJ","Renato Gaúcho","J. Mannarino","Gremio","Arena do Grêmio","4","0","RS","RJ","2018","2018","Gremio x Botafogo-RJ","Gremio","casa","4","0","3","1","1","0","0","4"
"6337","43344","Gremio","Botafogo-RJ","Renato Gaúcho","J. Mannarino","Gremio","Arena do Grêmio","4","0","RS","RJ","2018","2018","Gremio x Botafogo-RJ","Botafogo-RJ","fora","0","4","0","1","0","0","1","-4"
"6336","43344","Vitoria","America-MG","P. Carpegiani","A. Batista","Vitoria"," Barradão","1","0","BA","MG","2018","2018","Vitoria x America-MG","Vitoria","casa","1","0","3","1","1","0","0","1"
"6336","43344","Vitoria","America-MG","P. Carpegiani","A. Batista","Vitoria"," Barradão","1","0","BA","MG","2018","2018","Vitoria x America-MG","America-MG","fora","0","1","0","1","0","0","1","-1"
"6338","43344","Vasco","Santos","A. Valentim do Carmo Neto","A. Stival","Santos"," Maracanã","0","3","RJ","SP","2018","2018","Vasco x Santos","Vasco","casa","0","3","0","1","0","0","1","-3"
"6338","43344","Vasco","Santos","A. Valentim do Carmo Neto","A. Stival","Santos"," Maracanã","0","3","RJ","SP","2018","2018","Vasco x Santos","Santos","fora","3","0","3","1","1","0","0","3"
